cdata,,cps,,I_cpO,,U_infty_x,U_infty_y,U_infty_z
0.000648734541080387,,0.000648734541080387,,12735,,0,1,0
0.000648812371549679,,0.000648812371549679,,12736,,0,1,0
0.000623912220696465,,0.000623912220696465,,12737,,0,1,0
0.000623949067626417,,0.000623949067626417,,12738,,0,1,0
0.000597601213465221,,0.000597601213465221,,12739,,0,1,0
0.000597556910657798,,0.000597556910657798,,12740,,0,1,0
0.000569934326549754,,0.000569934326549754,,12741,,0,1,0
0.000569900494106552,,0.000569900494106552,,12742,,0,1,0
0.000541174053230425,,0.000541174053230425,,12743,,0,1,0
0.000541235211672993,,0.000541235211672993,,12744,,0,1,0
0.00051158409271352,,0.00051158409271352,,12745,,0,1,0
0.000511566218740385,,0.000511566218740385,,12746,,0,1,0
0.000481179732369282,,0.000481179732369282,,12747,,0,1,0
0.000481159913063663,,0.000481159913063663,,12748,,0,1,0
0.000450231014776025,,0.000450231014776025,,12749,,0,1,0
0.000450161429813467,,0.000450161429813467,,12750,,0,1,0
0.000418891441019561,,0.000418891441019561,,12751,,0,1,0
0.000418838230288328,,0.000418838230288328,,12752,,0,1,0
0.000387420892886792,,0.000387420892886792,,12753,,0,1,0
0.000387555088561281,,0.000387555088561281,,12754,,0,1,0
0.000356174836430717,,0.000356174836430717,,12755,,0,1,0
0.000356122539459491,,0.000356122539459491,,12756,,0,1,0
0.000324995475193686,,0.000324995475193686,,12757,,0,1,0
0.000325019457070648,,0.000325019457070648,,12758,,0,1,0
0.000294332984264463,,0.000294332984264463,,12759,,0,1,0
0.000294284494907525,,0.000294284494907525,,12760,,0,1,0
0.000264241562568395,,0.000264241562568395,,12761,,0,1,0
0.000264260403661941,,0.000264260403661941,,12762,,0,1,0
0.000235044137957221,,0.000235044137957221,,12763,,0,1,0
0.000235037636020952,,0.000235037636020952,,12764,,0,1,0
0.000206833388742729,,0.000206833388742729,,12765,,0,1,0
0.00020683907137678,,0.00020683907137678,,12766,,0,1,0
0.000179825691730723,,0.000179825691730723,,12767,,0,1,0
0.000179839221111993,,0.000179839221111993,,12768,,0,1,0
0.000154185853239348,,0.000154185853239348,,12769,,0,1,0
0.000154201194146194,,0.000154201194146194,,12770,,0,1,0
0.000130070940357026,,0.000130070940357026,,12771,,0,1,0
0.000130049851416058,,0.000130049851416058,,12772,,0,1,0
0.000107599783512585,,0.000107599783512585,,12773,,0,1,0
